TYPE,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO3,ISO3
Polygon,555529463,555529463,1,Murgia di Sud - Est,Murgia di Sud - Est,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,476.01,476.471824373016,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Regione Puglia,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529466,555529466,1,Bosco Tramazzone,Bosco Tramazzone,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,1,41.857,42.929769,44.06,44.0713357433414,Not Reported,0,Designated,1995,Federal or national ministry or agency,Not Reported,Regione Puglia,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529476,555529476,1,Torre dell'Orso,Torre dell'Orso,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0.006,0,0.6,0.600345969762233,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Regione Puglia,www.regione.puglia.it,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529477,555529477,1,Boschetto di Tricase,Boschetto di Tricase,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,0.0415,0.0415264102461496,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Regione Puglia,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529479,555529479,1,Torre Uluzzo,Torre Uluzzo,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0.0351,0.042141,3.51,3.50990548314691,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Regione Puglia,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529480,555529480,1,Montagna Spaccata e Rupi di San Mauro,Montagna Spaccata e Rupi di San Mauro,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,1,10.888,11.027651,13.61,13.6194386873594,Not Reported,0,Designated,1995,Federal or national ministry or agency,Not Reported,Regione Puglia,www.regione.puglia.it,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529482,555529482,1,Bosco Macchia di Ponente,Bosco Macchia di Ponente,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,0.13,0.129204527160827,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Regione Puglia,www.regione.puglia.it,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529495,555529495,1,Torre Veneri,Torre Veneri,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,1,13.936,13.580883,17.42,17.4140926755261,Not Reported,0,Designated,1995,Federal or national ministry or agency,Not Reported,Regione Puglia,www.regione.puglia.it,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529497,555529497,1,Porto Cesareo,Porto Cesareo,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,1,0.5625,0.575733,2.25,2.25451710140542,Not Reported,0,Designated,1995,Federal or national ministry or agency,Not Reported,Regione Puglia,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555624507,555624507,1,Padula Mancina,Padula Mancina,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Applicable,Not Applicable,0,0,0,0.92,0.915399643436636,Not Applicable,0,Designated,2017,Federal or national ministry or agency,Not Reported,Servizio Parchi e tutela biodiversità - Regione Puglia,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529508,555529508,1,Bosco di Rifreddo,Bosco di Rifreddo,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,5.2,5.20570472448431,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529509,555529509,1,Bosco Magnano,Bosco Magnano,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,12.25,12.2702227478648,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Ente Parco Nazionale Pollino,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555578858,555578858,1,Bosco di Chiaromonte-Piano Iannace,Bosco di Chiaromonte-Piano Iannace,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,10.53,10.5445579807822,Not Applicable,0,Designated,2013,Federal or national ministry or agency,Not Reported,Parco Nazionale Del Pollino,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529517,555529517,1,Lago La Rotonda,Lago La Rotonda,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,0.71,0.710955948554338,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Regione Basilicata,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529541,555529541,1,Serra del Prete,Serra del Prete,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,1.38,1.38661292042666,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Ente Parco Nazionale Del Pollino,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529543,555529543,1,Rupi del Monte Pollino,Rupi del Monte Pollino,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,0.25,0.24745740573322,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Ente Parco Nazionale Pollino,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529522,555529522,1,Monte Alpi - Malboschetto di Latronico,Monte Alpi - Malboschetto di Latronico,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,15.61,15.6385592368622,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Ente Parco Nazionale Del Pollino,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555580602,555580602,1,Monte Paratiello,Monte Paratiello,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,11.4,11.420343371093,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529529,555529529,1,Monte Li Foi,Monte Li Foi,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,9.7,9.72009432413824,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529540,555529540,1,Timpone della Capanna,Timpone della Capanna,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,0.29,0.285501750047536,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Ente Parco Nazionale Del Pollino.,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529546,555529546,1,Valle Piana-Valle Cupa,Valle Piana-Valle Cupa,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,2.48,2.4855861338917,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Ente Parco Nazionale Del Pollino.,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529551,555529551,1,Timpa di S.Lorenzo,Timpa di S.Lorenzo,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,1.5,1.50603292365202,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Ente Parco Nazionale Pollino. ,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529552,555529552,1,Serra delle Ciavole-Serra di Crispo,Serra delle Ciavole-Serra di Crispo,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,0.55,0.549073683260392,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Ente Parco Nazionale Pollino. ,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529556,555529556,1,Gole del Raganello,Gole del Raganello,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,2.28,2.28152946495205,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Ente Parco Pollino.,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529561,555529561,1,Valle del Fiume Argentino,Valle del Fiume Argentino,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,42.95,43.028234159272,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Ente Parco Nazionale Pollino,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529567,555529567,1,Valle del Fiume Esaro,Valle del Fiume Esaro,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,1.74,1.74513273599611,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Provincia Di Cosenza,http://www.regione.calabria.it/ambiente/index.php?option=com_content&task=view&id=191&Itemid=79,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529564,555529564,1,Valle del Fiume Abatemarco,Valle del Fiume Abatemarco,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,22.31,22.3548315961735,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Ente Parco Nazionale Pollino,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529587,555529587,1,Secca di Amendolara,Secca di Amendolara,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,2,6.11,6.11584268556,6.11,6.11584263233161,Not Reported,0,Designated,1995,Federal or national ministry or agency,Not Reported,Provincia Di Cosenza,www.regione.calabria.it/ambiente/index.php?option=com_content&task=view&id=191&Itemid=79,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529589,555529589,1,Lago di Tarsia,Lago di Tarsia,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,4.26,4.2722905423663,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Ente Riserve Naturali Del Lago Di Tarsia e Della Foce Del Fiume Crati,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529594,555529594,1,Laghi di Fagnano,Laghi di Fagnano,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,0.19,0.191204833535914,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Provincia Di Cosenza,www.regione.calabria.it/ambiente/index.php?option=com_content&task=view&id=191&Itemid=79,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529597,555529597,1,Foresta di Cinquemiglia,Foresta di Cinquemiglia,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,3.94,3.94420693377575,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Provincia Di Cosenza,www.regione.calabria.it/ambiente/index.php?option=com_content&task=view&id=191&Itemid=79,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529599,555529599,1,Foresta di Serra Nicolino-Piano d'Albero,Foresta di Serra Nicolino-Piano d'Albero,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,2.01,2.008823811458,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Provincia Di Cosenza,www.regione.calabria.it/ambiente/index.php?option=com_content&task=view&id=191&Itemid=79,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529604,555529604,1,Vallone Freddo,Vallone Freddo,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,1.87,1.8701773185546,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Ente Parco Nazionale Della Sila,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529626,555529626,1,Dune di Marinella,Dune di Marinella,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,0.81,0.811794587956659,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Provincia Di Crotone,http://www.regione.calabria.it/ambiente/index.php?option=com_content&task=view&id=195&Itemid=81,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529631,555529631,1,Steccato di Cutro e Costa del Turchese,Steccato di Cutro e Costa del Turchese,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0.22866,2.58,2.58399969073885,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Provincia Di Crotone,http://www.regione.calabria.it/ambiente/index.php?option=com_content&task=view&id=195&Itemid=81,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529643,555529643,1,Oasi di Scolacium,Oasi di Scolacium,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,1,0,0.300574,0.75,0.754918658778241,Not Reported,0,Designated,1995,Federal or national ministry or agency,Not Reported,Provincia Di Catanzaro,www.regione.calabria.it/ambiente/index.php?option=com_content&task=view&id=194&Itemid=80,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529644,555529644,1,Foce del Crocchio - Cropani,Foce del Crocchio - Cropani,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,1,0,0.125622,0.37,0.372399410859501,Not Reported,0,Designated,1995,Federal or national ministry or agency,Not Reported,Provincia Di Catanzaro,www.regione.calabria.it/ambiente/index.php?option=com_content&task=view&id=194&Itemid=80,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529652,555529652,1,Monte Contrò,Monte Contrò,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,1.01,1.00949485462213,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Provincia Di Catanzaro,www.regione.calabria.it/ambiente/index.php?option=com_content&task=view&id=194&Itemid=80,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529653,555529653,1,Torrente Soleo,Torrente Soleo,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,4.51,4.51376980226795,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Ente Parco Nazionale Della Sila,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529650,555529650,1,Colle Poverella,Colle Poverella,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,1.9,1.90525473680741,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Ente Parco Nazionale Della Sila,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529738,555529738,1,Saline di Marsala,Saline di Marsala,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,3.15,3.15645034226796,Not Applicable,0,Designated,1998,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529745,555529745,1,Boschi di Gibilmanna e Cefalù,Boschi di Gibilmanna e Cefalù,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,25.7,25.7544528529121,Not Applicable,0,Designated,1998,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529746,555529746,1,Boschi di San Mauro Castelverde,Boschi di San Mauro Castelverde,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,35.59,35.6718442405835,Not Applicable,0,Designated,1998,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529747,555529747,1,"Monte S. Salvatore; Monte Catarineci, Vallone Mandarini, ambienti umidi","Monte S. Salvatore; Monte Catarineci; Vallone Mandarini, ambienti umidi",Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,58.15,58.2879282516897,Not Applicable,0,Designated,1998,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529659,555529659,1,Fondali di Pizzo Calabro,Fondali di Pizzo Calabro,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,2,12.16,12.1811796058,12.16,12.1811797791329,Not Reported,0,Designated,1995,Federal or national ministry or agency,Not Reported,Parco Marino Regionale Fondali Di Capo Cozzo - S. Irene - Pizzo Calabro -Capo Vaticano,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529662,555529662,1,Bosco Santa Maria,Bosco Santa Maria,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,8.06,8.0802087176491,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Parco Naturale Regionale Delle Serre,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529768,555529768,1,"Monte Pizzuta; Costa del Carpineto, Moarda","Monte Pizzuta; Costa del Carpineto; Moarda",Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,19.49,19.5309182457652,Not Applicable,0,Designated,1998,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555580610,555580610,1,"Monte Iato; Kumeta, Maganoce e Pizzo Parrino","Monte Iato; Kumeta; Maganoce e Pizzo Parrino",Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,30.34,30.3938475434909,Not Applicable,0,Designated,1998,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529769,555529769,1,Serra del Leone e Monte Stagnataro,Serra del Leone e Monte Stagnataro,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,37.5,37.5799755600624,Not Applicable,0,Designated,1998,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529672,555529672,1,Prateria,Prateria,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,6.5,6.51763230856292,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Provincia Di Reggio Calabria,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529677,555529677,1,Capo Spartivento,Capo Spartivento,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,1,2.555,2.750807,3.65,3.65604185135418,Not Reported,0,Designated,1995,Federal or national ministry or agency,Not Reported,Provincia Di Reggio Calabria,http://www.regione.calabria.it/ambiente/index.php?option=com_content&task=view&id=250&Itemid=100,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529678,555529678,1,Saline Joniche,Saline Joniche,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0.003896,0.3,0.29792070880573,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Provincia Di Reggio Calabria,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529683,555529683,1,Fiumara di Palizzi,Fiumara di Palizzi,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,1.03,1.03324042683124,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Provincia Di Reggio Calabria,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529770,555529770,1,Monte Rose e Monte Pernice,Monte Rose e Monte Pernice,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,25.29,25.3446615473744,Not Applicable,0,Designated,1998,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529698,555529698,1,Pietra Cappa - Pietra Lunga - Pietra Castello,Pietra Cappa - Pietra Lunga - Pietra Castello,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,6.25,6.2613330287173,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Ente Parco Nazionale Dell’Aspromonte,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529701,555529701,1,Vallone Fusolano (Cinquefrondi),Vallone Fusolano (Cinquefrondi),Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,0.26,0.255920243878121,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Ente Parco Nazionale Dell’Aspromonte,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529776,555529776,1,Monte Triona e Monte Colomba,Monte Triona e Monte Colomba,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,33.13,33.1936996455498,Not Applicable,0,Designated,1998,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529782,555529782,1,Monte Rosamarina e Cozzo Famò,Monte Rosamarina e Cozzo Famò,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,2.36,2.36522800124626,Not Applicable,0,Designated,1998,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529783,555529783,1,Monte Grifone,Monte Grifone,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,17.05,17.0839283202635,Not Applicable,0,Designated,1998,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529713,555529713,1,Serro d'Ustra e Fiumara Butrano,Serro d'Ustra e Fiumara Butrano,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,20.45,20.4990640154781,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Ente Parco Nazionale dell’Aspromonte,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529796,555529796,1,"Fiume Fiumedinisi; Monte Scuderi","Fiume Fiumedinisi; Monte Scuderi",Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,71.98,72.1476073444694,Not Applicable,0,Designated,1998,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529800,555529800,1,"Pizzo Fau; Monte Pomiere, Pizzo Bidi e Serra della Testa","Pizzo Fau; Monte Pomiere; Pizzo Bidi e Serra della Testa",Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,85.58,85.7828185564593,Not Applicable,0,Designated,1998,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555528839,555528839,1,Isola di Gorgona - area terrestre e marina,Isola di Gorgona - area terrestre e marina,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,2,140.771,148.329799142,148.18,148.3297994086,Not Reported,0,Designated,1995,Federal or national ministry or agency,Not Reported,Ente Parco Nazionale Dell'Arcipelago Toscano,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529716,555529716,1,Monte Embrisi e Monte Torrione,Monte Embrisi e Monte Torrione,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,4.28,4.28911502076826,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Provincia Di Reggio Calabria,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529717,555529717,1,Fiumara Careri,Fiumara Careri,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,3.11,3.11899992414567,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Ente Parco Nazionale dell’Aspromonte,http://www.regione.calabria.it/ambiente/index.php?option=com_content&task=view&id=250&Itemid=100,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529737,555529737,1,"Isola di Pantelleria - Area Costiera;  Falesie e Bagno dell'Acqua","Isola di Pantelleria - Area Costiera;  Falesie e Bagno dell'Acqua",Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,3.402,0.433854,34.02,34.047767632475,Not Applicable,0,Designated,1998,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529784,555529784,1,Rocca di Sciara,Rocca di Sciara,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,4,4.00626457505376,Not Applicable,0,Designated,1998,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529789,555529789,1,Rupi di Taormina e Monte Veneretta,Rupi di Taormina e Monte Veneretta,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,6.08,6.09848232886983,Not Applicable,0,Designated,1998,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529790,555529790,1,Bacino del Torrente Letojanni,Bacino del Torrente Letojanni,Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,13.08,13.1077927028666,Not Applicable,0,Designated,1998,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1832,Not Reported,ITA,ITA
Polygon,555529801,555529801,1,"Valle del Fiume Caronia; Lago Zilio","Valle del Fiume Caronia; Lago Zilio",Site of Community Importance (Habitats Directive),Site of Community Importance (Habitats Directive),Regional,Not Reported,Not Applicable,0,0,0,8.76,8.78074188468642,Not Applicable,0,Designated,1998,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1832,Not Reported,ITA,ITA
