TYPE,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO3,ISO3
Polygon,900879,900879,1,Monte San Giorgio,Monte San Giorgio,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(viii),0,0,0,10.8934,11.2299329213,Not Applicable,0,Inscribed,2003,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,"CH-TI;IT-25","CHE;ITA","CHE;ITA"
Polygon,365015,365015,1,Pelagos Sanctuary For The Conservation Of Marine Mammals,Pelagos Sanctuary For The Conservation Of Marine Mammals,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,Not Assigned,Not Applicable,2,87500,87713.92879,87500,87713.9287776,Not Reported,0,Adopted,2001,Collaborative governance,Not Reported,Not Reported,Not Reported,State Verified,1675,Not Reported,"FRA;ITA;MCO","FRA;ITA;MCO"
Polygon,6022,6022,1,Parco naturale delle Alpi Marittime,Parco naturale delle Alpi Marittime,Parco naturale regionale/provinciale,Regional/Provincial Nature Park,National,IV,Not Applicable,0,0,0,278.32,279.107810714,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,6027,6027,1,Parco naturale Orsiera - Rocciavrè,Parco naturale Orsiera - Rocciavrè,Parco naturale regionale/provinciale,Regional/Provincial Nature Park,National,V,Not Applicable,0,0,0,109.47,109.495243013,Not Applicable,0,Designated,1980,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,6028,6028,1,Parco naturale delle Capanne di Marcarolo,Parco naturale delle Capanne di Marcarolo,Parco naturale regionale/provinciale,Regional/Provincial Nature Park,National,IV,Not Applicable,0,0,0,82.16,95.3156058512,Not Applicable,0,Designated,1979,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,6036,6036,1,Parco naturale Monte Corno,Parco naturale Monte Corno,Parco naturale regionale/provinciale,Regional/Provincial Nature Park,National,IV,Not Applicable,0,0,0,66.6,65.0930197908,Not Applicable,0,Designated,1980,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,6041,6041,1,Parco naturale regionale dei Monti Lucretili,Parco naturale regionale dei Monti Lucretili,Parco naturale regionale/provinciale,Regional/Provincial Nature Park,National,IV,Not Applicable,0,0,0,182.04,182.998760503,Not Applicable,0,Designated,1989,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,6045,6045,1,Parco regionale del Matese,Parco regionale del Matese,Parco naturale regionale/provinciale,Regional/Provincial Nature Park,National,IV,Not Applicable,0,0,0,333.27,334.021572211,Not Applicable,0,Designated,1993,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,6047,6047,1,Parco regionale Monti Picentini,Parco regionale Monti Picentini,Parco naturale regionale/provinciale,Regional/Provincial Nature Park,National,V,Not Applicable,0,0,0,590.38,585.607060864,Not Applicable,0,Designated,1993,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,6048,6048,1,Parco naturale di Gallipoli Cognato - Piccole Dolomiti Lucane,Parco naturale di Gallipoli Cognato - Piccole Dolomiti Lucane,Parco naturale regionale/provinciale,Regional/Provincial Nature Park,National,V,Not Applicable,0,0,0,270.27,270.920923877,Not Applicable,0,Designated,1997,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,14673,14673,1,Riserva naturale Fara San Martino Palombaro,Riserva naturale Fara San Martino Palombaro,Riserva Naturale Statale,State Nature Reserve,National,IV,Not Applicable,0,0,0,42.02,42.3883750343,Not Applicable,0,Designated,1983,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,14674,14674,1,Riserva naturale Monte Rotondo,Riserva naturale Monte Rotondo,Riserva Naturale Statale,State Nature Reserve,National,IV,Not Applicable,0,0,0,14.52,14.5602028977,Not Applicable,0,Designated,1982,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,14675,14675,1,Riserva naturale Stornara,Riserva naturale Stornara,Riserva Naturale Statale,State Nature Reserve,National,Ia,Not Applicable,0,0,0,14.56,15.7638268654,Not Applicable,0,Designated,1977,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,14678,14678,1,Parco naturale provinciale dell' Adamello Brenta,Parco naturale provinciale dell' Adamello Brenta,Parco naturale regionale/provinciale,Regional/Provincial Nature Park,National,IV,Not Applicable,0,0,0,620.52,620.968978048,Not Applicable,0,Designated,1988,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,178896,178896,1,Zona di salvaguardia del Monte Fenera,Zona di salvaguardia del Monte Fenera,Altre Aree Naturali Protette Regionali,Other Protected Natural Regional Areas,National,V,Not Applicable,0,0,0,25.76,24.9385476769,Not Applicable,0,Designated,1987,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,178897,178897,1,Zona di salvaguardia del Sacro Monte di Belmonte,Zona di salvaguardia del Sacro Monte di Belmonte,Altre Aree Naturali Protette Regionali,Other Protected Natural Regional Areas,National,V,Not Applicable,0,0,0,3.49,1.16688975797,Not Applicable,0,Designated,1991,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,178975,178975,1,Parco naturale di Veio,Parco naturale di Veio,Parco naturale regionale/provinciale,Regional/Provincial Nature Park,National,V,Not Applicable,0,0,0,149.85,150.835837845,Not Applicable,0,Designated,1997,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,178976,178976,1,Parco regionale di Roccamonfina - Foce Garigliano,Parco regionale di Roccamonfina - Foce Garigliano,Parco naturale regionale/provinciale,Regional/Provincial Nature Park,National,V,Not Applicable,0,0,0,87.05,87.2548347714,Not Applicable,0,Designated,1993,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,178977,178977,1,Parco provinciale dei Monti Livornesi,Parco provinciale dei Monti Livornesi,Parco naturale regionale/provinciale,Regional/Provincial Nature Park,National,V,Not Applicable,0,0,0,13.29,13.5873368838,Not Applicable,0,Designated,1999,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390442,390442,1,Parco regionale dei Monti Lattari,Parco regionale dei Monti Lattari,Parco naturale regionale/provinciale,Regional/Provincial Nature Park,National,V,Not Applicable,0,0,0,143.24,139.641384909,Not Applicable,0,Designated,1993,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390443,390443,1,Parco naturale regionale Serre,Parco naturale regionale Serre,Parco naturale regionale/provinciale,Regional/Provincial Nature Park,National,IV,Not Applicable,0,0,0,176.87,171.490081283,Not Applicable,0,Designated,1990,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390444,390444,1,Parco nazionale dell'Appennino Lucano-Val d'Agri-Lagonegrese,Parco nazionale dell'Appennino Lucano-Val d'Agri-Lagonegrese,Parco Nazionale,National Park,National,II,Not Applicable,0,0,0,689.96,691.180692173,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390445,390445,1,Parco nazionale dell'Alta Murgia,Parco nazionale dell'Alta Murgia,Parco Nazionale,National Park,National,II,Not Applicable,0,0,0,680.33,681.292445169,Not Applicable,0,Designated,2004,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,162017,162017,1,Biotopo Sommersurs,Biotopo Sommersurs,Riserva naturale regionale/provinciale,Regional/Provincial Nature Reserve,National,IV,Not Applicable,0,0,0,0.03,0.0274190423722,Not Applicable,0,Designated,1986,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,162018,162018,1,Riserva naturale speciale delle Sorgenti del Belbo,Riserva naturale speciale delle Sorgenti del Belbo,Riserva naturale regionale/provinciale,Regional/Provincial Nature Reserve,National,IV,Not Applicable,0,0,0,4.66,4.86033106494,Not Applicable,0,Designated,1993,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,68038,68038,1,Vincheto di Cellarda,Vincheto di Cellarda,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,Not Reported,0,0,0,0.99,1.12489307586,Not Applicable,0,Designated,1976,Not Reported,Not Reported,Not Reported,Management plan is not implented but is available,State Verified,1856,IT-34,ITA,ITA
Polygon,68039,68039,1,Sacca di Belócchio,Sacca di Belócchio,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (iv) (vii) (viii),0,0,0.008721,2.23,2.93768710538,Not Applicable,0,Designated,1976,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1856,IT-45,ITA,ITA
Polygon,68040,68040,1,Valle Santa,Valle Santa,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (iv) (v) (vii),0,0,0,2.61,3.89832621317,Not Applicable,0,Designated,1976,Not Reported,Not Reported,Not Reported,Management plan is not implented and not available,State Verified,1856,IT-45,ITA,ITA
Polygon,178880,178880,1,Riserva naturale orientata Dune fossili di Massenzatica,Riserva naturale orientata Dune fossili di Massenzatica,Riserva naturale regionale/provinciale,Regional/Provincial Nature Reserve,National,IV,Not Applicable,0,0,0,0.45,0.456443041579,Not Applicable,0,Designated,1996,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,178917,178917,1,Biotopo Wiesermoos,Biotopo Wiesermoos,Riserva naturale regionale/provinciale,Regional/Provincial Nature Reserve,National,IV,Not Applicable,0,0,0,0.14,0.137819854221,Not Applicable,0,Designated,1992,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,68056,68056,1,Valle Cavanata,Valle Cavanata,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (iii),1,0,0.144458,2.43,4.9106183384,Not Reported,0,Designated,1978,Not Reported,Not Reported,Not Reported,Management plan is not implented and not available,State Verified,1856,IT-36,ITA,ITA
Polygon,68057,68057,1,Stagno di Cábras,Stagno di Cábras,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(ii),0,35.75,0,35.75,13.0514288148,Not Applicable,0,Designated,1979,Not Reported,Not Reported,Not Reported,Management plan is not implented and not available,State Verified,1856,IT-88,ITA,ITA
Polygon,390521,390521,1,Area naturale protetta interesse locale Gabbianello - Boscotondo,Area naturale protetta interesse locale Gabbianello - Boscotondo,Altre Aree Naturali Protette Regionali,Other Protected Natural Regional Areas,National,V,Not Applicable,0,0,0,0.25,0.273188442155,Not Applicable,0,Designated,2003,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390534,390534,1,Riserva naturale Ripa D'Orcia,Riserva naturale Ripa D'Orcia,Riserva naturale regionale/provinciale,Regional/Provincial Nature Reserve,National,IV,Not Applicable,0,0,0,2.74,2.74198693701,Not Applicable,0,Designated,2008,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390535,390535,1,Riserva naturale Crete dell'Orcia,Riserva naturale Crete dell'Orcia,Riserva naturale regionale/provinciale,Regional/Provincial Nature Reserve,National,IV,Not Applicable,0,0,0,5.2,5.21077014094,Not Applicable,0,Designated,2008,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390536,390536,1,Parco Metropolitano delle Colline di Napoli,Parco Metropolitano delle Colline di Napoli,Altre Aree Naturali Protette Regionali,Other Protected Natural Regional Areas,National,V,Not Applicable,0,0,0,22.15,22.1772660078,Not Applicable,0,Designated,2004,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,162019,162019,1,Riserva naturale Stagno di Holay,Riserva naturale Stagno di Holay,Riserva naturale regionale/provinciale,Regional/Provincial Nature Reserve,National,IV,Not Applicable,0,0,0,0.01,0.00968217074847,Not Applicable,0,Designated,1993,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,162020,162020,1,Biotopo Taio,Biotopo Taio,Altre Aree Naturali Protette Regionali,Other Protected Natural Regional Areas,National,IV,Not Applicable,0,0,0,0.04,0.0278548360337,Not Applicable,0,Designated,1989,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,178989,178989,1,Monumento naturale Bodrio della Ca de' Gatti,Monumento naturale Bodrio della Ca de' Gatti,Altre Aree Naturali Protette Regionali,Other Protected Natural Regional Areas,National,III,Not Applicable,0,0,0,0.01,0.00689099426114,Not Applicable,0,Designated,1996,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,178990,178990,1,Oasi blu di Gianola,Oasi blu di Gianola,Altre Aree Naturali Protette Regionali,Other Protected Natural Regional Areas,National,IV,Not Applicable,2,0.05,0.0453802553701,0.05,0.0453802553701,Not Reported,0,Designated,1988,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,68063,68063,1,Lago di Tovel,Lago di Tovel,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (iii),0,0,0,0.37,0.508200155793,Not Applicable,0,Designated,1980,Not Reported,Not Reported,Not Reported,Management plan is not implented but is available,State Verified,1856,IT-32,ITA,ITA
Polygon,162021,162021,1,Riserva naturale regionale Tor Caldara,Riserva naturale regionale Tor Caldara,Riserva naturale regionale/provinciale,Regional/Provincial Nature Reserve,National,IV,Not Applicable,0,0,0,0.43,0.428867130408,Not Applicable,0,Designated,1988,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,162022,162022,1,Biotopo Torbiera Ecchen,Biotopo Torbiera Ecchen,Altre Aree Naturali Protette Regionali,Other Protected Natural Regional Areas,National,IV,Not Applicable,0,0,0,0.08,0.079722635268,Not Applicable,0,Designated,1989,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,178808,178808,1,Biotopo Palù Longia,Biotopo Palù Longia,Altre Aree Naturali Protette Regionali,Other Protected Natural Regional Areas,National,IV,Not Applicable,0,0,0,0.1,0.0750651704007,Not Applicable,0,Designated,1992,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,178815,178815,1,Area naturale protetta di interesse locale Bosco di Tanali,Area naturale protetta di interesse locale Bosco di Tanali,Altre Aree Naturali Protette Regionali,Other Protected Natural Regional Areas,National,V,Not Applicable,0,0,0,1.75,1.63856314263,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,178816,178816,1,Area naturale protetta di interesse locale Il Bottaccio,Area naturale protetta di interesse locale Il Bottaccio,Altre Aree Naturali Protette Regionali,Other Protected Natural Regional Areas,National,V,Not Applicable,0,0,0,0.47,0.166846416115,Not Applicable,0,Designated,1997,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,178830,178830,1,Santuario per i mammiferi marini,Santuario per i mammiferi marini,Area Naturale Marina di interesse internazionale,International significance Natural Marine Area,National,IV,Not Applicable,2,25572.58,24443.7940465,25572.58,24443.7940465,Not Reported,0,Designated,2001,Federal or national ministry or agency,Not Reported,"Ministero dell'Ambiente e della Tutela del Territorio e del Mare, Ministero degli affari esteri",Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,178789,178789,1,Riserva naturale integrale Grotta Monello,Riserva naturale integrale Grotta Monello,Riserva naturale regionale/provinciale,Regional/Provincial Nature Reserve,National,Ia,Not Applicable,0,0,0,0.59,0.601987003671,Not Applicable,0,Designated,1998,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,178790,178790,1,Riserva naturale integrale Grotta Palombara,Riserva naturale integrale Grotta Palombara,Riserva naturale regionale/provinciale,Regional/Provincial Nature Reserve,National,Ia,Not Applicable,0,0,0,0.11,0.139548713978,Not Applicable,0,Designated,1998,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,178881,178881,1,Riserva naturale di interesse provinciale Pineta Dannunziana,Riserva naturale di interesse provinciale Pineta Dannunziana,Riserva naturale regionale/provinciale,Regional/Provincial Nature Reserve,National,V,Not Applicable,0,0,0,0.56,0.563048303733,Not Applicable,0,Designated,2000,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,68069,68069,1,Ortazzo e Ortazzino,Ortazzo e Ortazzino,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (iv) (vi) (viii),1,0,0.45539,4.4,5.5861775722,Not Reported,0,Designated,1981,Not Reported,Not Reported,Not Reported,Management plan is not implented but is available,State Verified,1856,IT-45,ITA,ITA
Polygon,68075,68075,1,Palude Brabbia,Palude Brabbia,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (iv),0,0,0,4.59,8.10372675179,Not Applicable,0,Designated,1984,Not Reported,Not Reported,Not Reported,Management plan is implented and available,State Verified,1856,IT-25,ITA,ITA
Polygon,68076,68076,1,Palude di Ostiglia,Palude di Ostiglia,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (vii),0,0,0,1.23,2.53567343254,Not Applicable,0,Designated,1984,Not Reported,Not Reported,Not Reported,Management plan is not implented but is available,State Verified,1856,IT-34,ITA,ITA
Polygon,68077,68077,1,Biviere di Gela,Biviere di Gela,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (iv) (v) (vi),0,0,0,2.56,4.16990576185,Not Applicable,0,Designated,1988,Not Reported,Not Reported,Not Reported,Management plan is not implented and not available,State Verified,1856,IT-82,ITA,ITA
Polygon,68078,68078,1,Laguna di Venezia: Valle Averto,Laguna di Venezia: Valle Averto,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (v) (vi),1,5,1.330156,5,2.54788400115,Not Reported,0,Designated,1989,Not Reported,Not Reported,Not Reported,Management plan is implented and available,State Verified,1856,IT-34,ITA,ITA
Polygon,555547503,555547503,1,Porto Cesareo,Porto Cesareo,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,Not Assigned,Not Applicable,2,166.54,165.194441916,166.54,165.19444204,Part,1.73,Adopted,1997,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1675,ITF4,ITA,ITA
Polygon,365021,365021,1,Portofino,Portofino,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,Not Assigned,Not Applicable,2,3.46,3.62191545118,3.46,3.62191542061,Not Reported,0.18,Adopted,2005,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1675,ITC3,ITA,ITA
Polygon,555547527,555547527,1,Punta Campanella,Punta Campanella,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,Not Assigned,Not Applicable,2,15.39,15.2603853529,15.39,15.2603855976,Part,1.73,Adopted,2009,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1675,IT-72,ITA,ITA
Polygon,365003,365003,1,Tavolara - Punta Coda Cavallo,Tavolara - Punta Coda Cavallo,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,Not Assigned,Not Applicable,2,153.57,153.403888837,153.57,153.403889387,Part,5.29,Adopted,2008,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1675,ITG2,ITA,ITA
Polygon,365004,365004,1,Torre Guaceto,Torre Guaceto,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,Not Assigned,Not Applicable,2,22.27,21.8358751665,22.27,21.8358749348,Part,3.42,Adopted,2008,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1675,ITF4,ITA,ITA
Polygon,68041,68041,1,Punte Alberete,Punte Alberete,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (iv) (v),0,0,0,4.8,4.25554107168,Not Applicable,0,Designated,1976,Not Reported,Not Reported,Not Reported,Management plan is not implented but is available,State Verified,1856,IT-45,ITA,ITA
Polygon,68042,68042,1,Palude di Colfiorito,Palude di Colfiorito,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (iii),0,0,0,1.57,1.72067089641,Not Applicable,0,Designated,1976,Not Reported,Not Reported,Not Reported,Management plan is not implented and not available,State Verified,1856,IT-55,ITA,ITA
Polygon,68043,68043,1,Palude di Bolgheri,Palude di Bolgheri,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (iii),1,0,1.611096,5.18,3.7993102157,Not Reported,0,Designated,1976,Not Reported,Not Reported,Not Reported,Management plan is not implented but is available,State Verified,1856,IT-52,ITA,ITA
Polygon,68044,68044,1,Laguna di Orbetello,Laguna di Orbetello,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (iii) (vi),0,8.87,0,8.87,10.5445912929,Not Applicable,0,Designated,1976,Not Reported,Not Reported,Not Reported,Management plan is implented and available,State Verified,1856,IT-52,ITA,ITA
Polygon,68045,68045,1,Lago di Burano,Lago di Burano,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (iii),1,0,1.147334,4.1,5.34859850827,Not Reported,0,Designated,1976,Not Reported,Not Reported,Not Reported,Management plan is implented and available,State Verified,1856,Not Reported,ITA,ITA
Polygon,68046,68046,1,Lago di Nazzano,Lago di Nazzano,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,Not Reported,0,0,0,2.65,3.42711481465,Not Applicable,0,Designated,1976,Not Reported,Not Reported,Not Reported,Management plan is not implented but is available,State Verified,1856,IT-62,ITA,ITA
Polygon,68047,68047,1,Lago di Fogliano,Lago di Fogliano,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (iii) (viii),0,3.95,0,3.95,8.10797634744,Not Applicable,0,Designated,1976,Not Reported,Not Reported,Not Reported,Management plan is implented and available,State Verified,1856,IT-62,ITA,ITA
Polygon,68048,68048,1,Lago dei Monaci,Lago dei Monaci,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (iii) (viii),0,0.94,0,0.94,2.47821532482,Not Applicable,0,Designated,1976,Not Reported,Not Reported,Not Reported,Management plan is implented and available,State Verified,1856,IT-62,ITA,ITA
Polygon,68049,68049,1,Lago di Caprolace,Lago di Caprolace,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (iii) (viii),1,2.29,0.172871,2.29,4.70185355541,Not Reported,0,Designated,1976,Not Reported,Not Reported,Not Reported,Management plan is implented and available,State Verified,1856,IT-62,ITA,ITA
Polygon,68037,68037,1,Pian di Spagna-Lago di Mezzola,Pian di Spagna-Lago di Mezzola,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (iv) (viii),0,0,0,17.4,17.1554281538,Not Applicable,0,Designated,1976,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1856,IT-25,ITA,ITA
Polygon,68050,68050,1,Lago di Sabaudia,Lago di Sabaudia,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (iii) (viii),0,0,0.167863,14.74,16.0558616455,Not Applicable,0,Designated,1976,Not Reported,Not Reported,Not Reported,Management plan is implented and available,State Verified,1856,IT-62,ITA,ITA
Polygon,68051,68051,1,Lago di Barrea,Lago di Barrea,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(ii) (iii),0,0,0,3.03,3.34579856585,Not Applicable,0,Designated,1976,Not Reported,Not Reported,Not Reported,Management plan is not implented but is available,State Verified,1856,IT-65,ITA,ITA
